4.711440020655210253e-02,-9.764845337220863231e-01,8.660802264446006149e-02,1.956171097769377143e+00,-5.608361356643956075e-01,-9.471317799073074584e-01,8.660254037844385966e-01,5.000000000000001110e-01,2.588190451025207395e-01,9.659258262890683122e-01,4.500000000000000000e+01,-5.037580165502852231e-02,-9.761961960501510660e-01,3.000000000000000000e+01,1.464616308358628882e-01,-9.413468551393452399e-01,1.500000000000000000e+01,2.413274959599545910e-01,-5.201041841781387509e-01,0.000000000000000000e+00,2.286668088869505677e+00,1.494045200976852117e+00
1.957982525846160560e-01,-9.765778834982972167e-01,5.665845863868134574e-02,1.921093904199071334e+00,-5.608361356643956075e-01,-9.471317799073074584e-01,8.660254037844385966e-01,5.000000000000001110e-01,2.588190451025207395e-01,9.659258262890683122e-01,4.500000000000000000e+01,4.711440020655210253e-02,-9.764845337220863231e-01,3.000000000000000000e+01,-5.037580165502852231e-02,-9.761961960501510660e-01,1.500000000000000000e+01,1.464616308358628882e-01,-9.413468551393452399e-01,0.000000000000000000e+00,2.413274959599545910e-01,-5.201041841781387509e-01
2.973920586286951662e-01,-9.765215407681078208e-01,2.670889463290269591e-02,1.886016710628765525e+00,-5.608361356643956075e-01,-9.471317799073074584e-01,8.660254037844385966e-01,5.000000000000001110e-01,2.588190451025207395e-01,9.659258262890683122e-01,4.500000000000000000e+01,1.957982525846160560e-01,-9.765778834982972167e-01,3.000000000000000000e+01,4.711440020655210253e-02,-9.764845337220863231e-01,1.500000000000000000e+01,-5.037580165502852231e-02,-9.761961960501510660e-01,0.000000000000000000e+00,1.464616308358628882e-01,-9.413468551393452399e-01
3.773043296052361883e-01,-9.764788672270906522e-01,-3.240669372876021134e-03,1.850939517058459716e+00,-5.608361356643956075e-01,-9.471317799073074584e-01,8.660254037844385966e-01,5.000000000000001110e-01,2.588190451025207395e-01,9.659258262890683122e-01,4.500000000000000000e+01,2.973920586286951662e-01,-9.765215407681078208e-01,3.000000000000000000e+01,1.957982525846160560e-01,-9.765778834982972167e-01,1.500000000000000000e+01,4.711440020655210253e-02,-9.764845337220863231e-01,0.000000000000000000e+00,-5.037580165502852231e-02,-9.761961960501510660e-01
4.503407522254648798e-01,-9.764619360026954853e-01,-3.319023337865473905e-02,1.798323726703001002e+00,-5.608361356643956075e-01,-9.471317799073074584e-01,8.660254037844385966e-01,5.000000000000001110e-01,4.999999999999999445e-01,8.660254037844387076e-01,4.500000000000000000e+01,3.773043296052361883e-01,-9.764788672270906522e-01,3.000000000000000000e+01,2.973920586286951662e-01,-9.765215407681078208e-01,1.500000000000000000e+01,1.957982525846160560e-01,-9.765778834982972167e-01,0.000000000000000000e+00,4.711440020655210253e-02,-9.764845337220863231e-01
5.113475720955902304e-01,-9.764424015799378909e-01,-6.313979738443338541e-02,1.745707936347542288e+00,-5.608361356643956075e-01,-9.471317799073074584e-01,8.660254037844385966e-01,5.000000000000001110e-01,4.999999999999999445e-01,8.660254037844387076e-01,4.500000000000000000e+01,4.503407522254648798e-01,-9.764619360026954853e-01,3.000000000000000000e+01,3.773043296052361883e-01,-9.764788672270906522e-01,1.500000000000000000e+01,2.973920586286951662e-01,-9.765215407681078208e-01,0.000000000000000000e+00,1.957982525846160560e-01,-9.765778834982972167e-01
5.622248836740848521e-01,-9.764253917017969853e-01,-9.308936139021203870e-02,1.693092145992083575e+00,-5.608361356643956075e-01,-9.471317799073074584e-01,8.660254037844385966e-01,5.000000000000001110e-01,4.999999999999999445e-01,8.660254037844387076e-01,4.500000000000000000e+01,5.113475720955902304e-01,-9.764424015799378909e-01,3.000000000000000000e+01,4.503407522254648798e-01,-9.764619360026954853e-01,1.500000000000000000e+01,3.773043296052361883e-01,-9.764788672270906522e-01,0.000000000000000000e+00,2.973920586286951662e-01,-9.765215407681078208e-01
6.044459930595263986e-01,-9.764106907436711502e-01,-1.230389253959907475e-01,1.640476355636625083e+00,-5.608361356643956075e-01,-9.471317799073074584e-01,8.660254037844385966e-01,5.000000000000001110e-01,4.999999999999999445e-01,8.660254037844387076e-01,4.500000000000000000e+01,5.622248836740848521e-01,-9.764253917017969853e-01,3.000000000000000000e+01,5.113475720955902304e-01,-9.764424015799378909e-01,1.500000000000000000e+01,4.503407522254648798e-01,-9.764619360026954853e-01,0.000000000000000000e+00,3.773043296052361883e-01,-9.764788672270906522e-01
6.484473680853551913e-01,-9.764086574084140935e-01,-1.529884894017694008e-01,1.658014952421777766e+00,-5.608361356643956075e-01,-9.471317799073074584e-01,8.660254037844385966e-01,5.000000000000001110e-01,7.071067811865474617e-01,7.071067811865475727e-01,4.500000000000000000e+01,6.044459930595263986e-01,-9.764106907436711502e-01,3.000000000000000000e+01,5.622248836740848521e-01,-9.764253917017969853e-01,1.500000000000000000e+01,5.113475720955902304e-01,-9.764424015799378909e-01,0.000000000000000000e+00,4.503407522254648798e-01,-9.764619360026954853e-01
6.863282624352899930e-01,-9.764002001224020288e-01,-1.829380534075481235e-01,1.675553549206930670e+00,-5.608361356643956075e-01,-9.471317799073074584e-01,8.660254037844385966e-01,5.000000000000001110e-01,7.071067811865474617e-01,7.071067811865475727e-01,4.500000000000000000e+01,6.484473680853551913e-01,-9.764086574084140935e-01,3.000000000000000000e+01,6.044459930595263986e-01,-9.764106907436711502e-01,1.500000000000000000e+01,5.622248836740848521e-01,-9.764253917017969853e-01,0.000000000000000000e+00,5.113475720955902304e-01,-9.764424015799378909e-01
